(563, 478)
(569, 485)
(572, 488)
(574, 491)
(577, 500)
(578, 504)
(581, 508)
(582, 510)
(582, 515)
(584, 520)
(586, 525)
(587, 528)
(588, 533)
(588, 535)
(589, 542)
(590, 546)
(590, 548)
(591, 551)
(591, 554)
(592, 559)
(592, 563)
(591, 567)
(589, 570)
(588, 575)
(586, 579)
(585, 582)
(583, 586)
(582, 589)
(582, 593)
(582, 598)
(582, 598)
(586, 599)
(589, 600)
(596, 599)
(599, 597)
(608, 596)
(612, 594)
(616, 593)
(618, 592)
(622, 589)
(627, 586)
(631, 583)
(635, 581)
(643, 569)
(645, 566)
(650, 559)
(653, 555)
(656, 552)
(658, 548)
(663, 542)
(665, 538)
(667, 535)
(671, 531)
(676, 525)
(679, 519)
(685, 510)
(689, 498)
(692, 493)
(696, 488)
(700, 484)
(703, 478)
(706, 472)
(708, 467)
(713, 459)
(716, 449)
(720, 439)
(724, 428)
(726, 421)
(726, 416)
(726, 410)
(728, 397)
(728, 389)
(725, 382)
(723, 378)
(722, 372)
(720, 368)
(720, 362)
(720, 354)
(720, 354)
(720, 354)
(719, 357)
(718, 360)
(718, 362)
(714, 366)
(712, 366)
(707, 367)
(700, 367)
(695, 367)
(694, 367)
(691, 366)
(685, 365)
(685, 366)
(685, 372)
(685, 374)
(684, 377)
(684, 382)
(682, 390)
(680, 395)
(678, 401)
(676, 405)
(675, 409)
(674, 411)
(672, 413)
(670, 415)
(667, 418)
(664, 420)
(661, 421)
(654, 423)
(647, 426)
(634, 431)
(618, 436)
(612, 439)
(600, 443)
(589, 448)
(578, 451)
(563, 454)
(560, 458)
(560, 460)
(559, 464)
(559, 468)
(560, 473)
(562, 477)
(563, 481)
(565, 485)
(569, 488)
(570, 490)
(571, 492)
(573, 495)
(575, 498)
(577, 500)
(579, 505)
(580, 508)
(582, 512)
(584, 515)
(584, 518)
(584, 521)
(586, 525)
(587, 528)
(588, 530)
(589, 534)
(591, 539)
(594, 544)
