(535, 272)
(535, 271)
(536, 268)
(540, 267)
(542, 267)
(544, 266)
(547, 264)
(549, 263)
(553, 262)
(556, 261)
(558, 260)
(560, 259)
(561, 259)
(563, 257)
(565, 257)
(568, 255)
(570, 254)
(572, 254)
(579, 251)
(582, 251)
(584, 250)
(587, 250)
(591, 250)
(593, 250)
(595, 250)
(597, 250)
(599, 250)
(602, 251)
(603, 251)
(605, 251)
(609, 252)
(611, 253)
(613, 253)
(614, 253)
(616, 253)
(616, 253)
(618, 253)
(619, 253)
(620, 253)
(622, 253)
(624, 253)
(624, 253)
(624, 253)
(624, 251)
(623, 251)
(622, 250)
(622, 250)
(621, 248)
(619, 247)
(618, 247)
(616, 244)
(614, 244)
(610, 243)
(609, 243)
(607, 241)
(603, 240)
(601, 240)
(597, 238)
(595, 238)
(590, 238)
(590, 238)
(588, 238)
(584, 238)
(580, 238)
(576, 238)
(574, 238)
(573, 238)
(572, 238)
(567, 240)
(565, 242)
(562, 244)
(559, 244)
(554, 246)
(552, 246)
(548, 249)
(545, 250)
(543, 251)
(541, 252)
(539, 253)
(535, 255)
(534, 256)
(532, 257)
(530, 259)
(528, 261)
(528, 263)
(528, 264)
(529, 266)
(530, 267)
(531, 268)
(531, 270)
(531, 272)
(533, 273)
(533, 273)
(533, 274)
(534, 275)
(535, 277)
(536, 277)
(536, 276)
(536, 274)
(539, 271)
(539, 271)
(540, 270)
(542, 270)
(544, 269)
(545, 269)
(547, 266)
(547, 266)
(548, 265)
(551, 263)
(551, 263)
(551, 262)
(551, 260)
(551, 258)
