(497, 407)
(498, 403)
(499, 402)
(499, 399)
(500, 396)
(501, 395)
(502, 394)
(504, 393)
(505, 392)
(506, 390)
(506, 389)
(507, 387)
(507, 387)
(508, 386)
(509, 387)
(512, 386)
(512, 389)
(512, 391)
(513, 392)
(517, 391)
(517, 389)
(517, 387)
(519, 386)
(521, 385)
(523, 385)
(526, 385)
(528, 387)
(530, 387)
(532, 388)
(534, 389)
(536, 388)
(538, 389)
(541, 390)
(545, 391)
(547, 392)
(552, 394)
(554, 394)
(558, 395)
(560, 397)
(562, 397)
(564, 397)
(567, 397)
(565, 399)
(564, 400)
(563, 400)
(563, 401)
(561, 402)
(559, 403)
(558, 404)
(558, 405)
(557, 405)
(556, 405)
(553, 406)
(551, 406)
(549, 407)
(546, 407)
(546, 407)
(544, 408)
(542, 410)
(541, 410)
(541, 410)
(539, 411)
(539, 411)
(537, 411)
(536, 411)
(535, 411)
(535, 411)
(534, 411)
(531, 411)
(530, 411)
(528, 412)
(528, 412)
(526, 413)
(524, 413)
(522, 414)
(521, 414)
(519, 415)
(517, 415)
(516, 415)
(516, 415)
(515, 415)
(513, 415)
(513, 415)
(513, 415)
(511, 414)
(510, 414)
(510, 414)
(508, 413)
(507, 412)
(507, 412)
(507, 412)
(505, 412)
(504, 411)
(504, 411)
(503, 410)
(503, 410)
(503, 410)
(503, 409)
(502, 409)
(502, 409)
(502, 409)
(501, 408)
(501, 408)
(499, 405)
(499, 405)
(499, 405)
(498, 404)
(498, 404)
(497, 405)
(499, 405)
(499, 403)
(499, 402)
(499, 401)
(501, 400)
(502, 398)
(502, 398)
(502, 397)
(502, 391)
