(703, 306)
(703, 303)
(703, 302)
(703, 299)
(705, 298)
(705, 295)
(705, 291)
(707, 289)
(708, 288)
(710, 282)
(710, 280)
(710, 278)
(713, 274)
(715, 273)
(716, 272)
(718, 271)
(719, 269)
(720, 268)
(721, 268)
(722, 266)
(724, 266)
(727, 265)
(728, 265)
(730, 265)
(733, 267)
(734, 270)
(736, 272)
(736, 273)
(737, 275)
(738, 277)
(738, 280)
(739, 282)
(739, 284)
(739, 286)
(739, 288)
(739, 291)
(739, 294)
(739, 297)
(739, 299)
(739, 301)
(738, 304)
(737, 306)
(735, 310)
(734, 313)
(733, 315)
(733, 317)
(732, 319)
(728, 321)
(726, 324)
(725, 327)
(724, 327)
(725, 327)
(727, 325)
(728, 322)
(731, 320)
(732, 317)
(733, 315)
(733, 312)
(734, 310)
(735, 308)
(736, 305)
(738, 302)
(738, 299)
(738, 296)
(738, 293)
(738, 289)
(738, 289)
(737, 286)
(737, 286)
(736, 286)
(735, 283)
(735, 282)
(734, 281)
(734, 281)
(733, 280)
(731, 280)
(731, 280)
(730, 279)
(730, 278)
(729, 278)
(728, 278)
(728, 278)
(727, 278)
(726, 278)
(725, 278)
(725, 278)
(724, 278)
(722, 277)
(721, 277)
(720, 277)
(718, 277)
(718, 277)
(716, 278)
(715, 278)
(715, 278)
(714, 281)
(714, 282)
(714, 282)
(714, 283)
(713, 285)
(711, 288)
(711, 288)
(710, 290)
(709, 291)
(710, 293)
(711, 294)
(712, 295)
(712, 297)
(712, 299)
(712, 302)
(712, 304)
(713, 307)
(713, 309)
(713, 309)
(713, 309)
(712, 308)
(709, 307)
(706, 306)
(705, 305)
(704, 304)
(704, 303)
(704, 301)
(704, 299)
(706, 296)
(706, 294)
(706, 293)
