(685, 360)
(685, 358)
(685, 352)
(685, 349)
(684, 345)
(684, 340)
(684, 335)
(684, 331)
(684, 328)
(684, 324)
(684, 320)
(684, 315)
(684, 311)
(684, 308)
(684, 304)
(684, 301)
(685, 297)
(687, 293)
(687, 290)
(688, 288)
(688, 286)
(689, 283)
(691, 283)
(693, 281)
(694, 279)
(695, 278)
(697, 277)
(699, 275)
(700, 273)
(701, 272)
(703, 271)
(705, 270)
(706, 270)
(708, 268)
(709, 267)
(710, 266)
(710, 266)
(712, 265)
(713, 265)
(713, 264)
(714, 263)
(715, 263)
(716, 263)
(718, 262)
(718, 261)
(722, 260)
(723, 260)
(723, 259)
(725, 260)
(725, 260)
(729, 262)
(731, 262)
(734, 264)
(736, 265)
(737, 266)
(740, 268)
(741, 270)
(743, 272)
(743, 275)
(745, 278)
(745, 280)
(746, 282)
(747, 286)
(747, 289)
(748, 294)
(748, 294)
(747, 299)
(745, 301)
(745, 303)
(745, 306)
(744, 308)
(742, 311)
(741, 313)
(740, 316)
(739, 316)
(737, 320)
(735, 322)
(735, 324)
(734, 326)
(732, 330)
(731, 332)
(730, 335)
(729, 337)
(728, 340)
(728, 341)
(725, 345)
(723, 346)
(722, 349)
(719, 352)
(718, 353)
(716, 356)
(715, 357)
(714, 358)
(712, 359)
(711, 359)
(707, 360)
(705, 361)
(702, 363)
(700, 365)
(700, 365)
(697, 365)
(694, 364)
(693, 363)
(692, 361)
(691, 359)
(689, 357)
(687, 354)
(687, 352)
(687, 350)
(687, 348)
