(577, 376)
(579, 379)
(581, 381)
(585, 383)
(586, 385)
(588, 387)
(590, 389)
(590, 389)
(591, 392)
(592, 394)
(592, 396)
(592, 399)
(594, 404)
(594, 406)
(595, 409)
(595, 410)
(595, 416)
(596, 420)
(596, 421)
(596, 421)
(596, 416)
(596, 412)
(597, 410)
(598, 407)
(598, 403)
(599, 401)
(601, 399)
(601, 395)
(603, 392)
(603, 390)
(606, 388)
(609, 386)
(611, 384)
(615, 382)
(616, 380)
(617, 379)
(619, 376)
(621, 375)
(623, 374)
(626, 372)
(629, 371)
(632, 368)
(634, 366)
(640, 362)
(644, 360)
(648, 357)
(650, 355)
(651, 352)
(654, 347)
(655, 344)
(656, 342)
(658, 340)
(660, 337)
(660, 335)
(660, 331)
(660, 326)
(662, 322)
(662, 318)
(662, 312)
(663, 306)
(664, 303)
(664, 295)
(664, 291)
(665, 286)
(665, 279)
(665, 275)
(665, 272)
(665, 269)
(665, 266)
(665, 262)
(665, 259)
(665, 256)
(665, 253)
(665, 250)
(663, 247)
(659, 242)
(658, 240)
(653, 235)
(647, 232)
(638, 228)
(635, 225)
(634, 223)
(631, 220)
(628, 215)
(625, 212)
(622, 207)
(622, 207)
(622, 205)
(621, 200)
(621, 196)
(621, 193)
(621, 189)
(621, 188)
(622, 186)
(624, 186)
(625, 186)
(627, 186)
(629, 187)
(630, 189)
(632, 193)
(634, 193)
(637, 197)
(640, 198)
(640, 198)
(640, 198)
(640, 197)
(638, 195)
(634, 194)
(633, 193)
(631, 189)
(631, 188)
(631, 187)
(629, 185)
(628, 182)
(626, 179)
(625, 177)
(624, 173)
(623, 171)
(622, 168)
(622, 166)
(622, 164)
(622, 163)
(622, 161)
(621, 157)
(621, 156)
(621, 155)
(621, 154)
(621, 154)
(621, 152)
(622, 151)
(623, 151)
(624, 150)
(625, 149)
(627, 149)
(630, 147)
(632, 146)
(635, 146)
(638, 145)
(638, 145)
(639, 145)
(641, 145)
(643, 145)
(643, 145)
(639, 144)
(637, 144)
(634, 143)
(632, 142)
(634, 142)
(637, 141)
(639, 140)
(641, 140)
(643, 140)
(648, 140)
(651, 140)
(650, 140)
(646, 138)
(642, 137)
(641, 137)
(636, 138)
(631, 140)
(629, 140)
(622, 140)
(619, 142)
(618, 142)
(615, 143)
(610, 146)
(606, 146)
(603, 146)
(600, 146)
(596, 148)
(593, 148)
(589, 149)
(587, 150)
(583, 150)
(578, 152)
(573, 153)
(570, 154)
(566, 156)
(563, 157)
(558, 159)
(555, 160)
(552, 161)
(545, 164)
(537, 166)
(534, 166)
(532, 167)
(525, 168)
(521, 168)
(508, 170)
(506, 170)
(502, 170)
(498, 170)
(494, 170)
(488, 170)
(485, 170)
(481, 170)
(481, 171)
(481, 172)
(481, 174)
(480, 177)
(480, 179)
(479, 181)
(479, 181)
(477, 185)
(475, 189)
(473, 191)
(472, 194)
(470, 196)
(467, 202)
(467, 204)
(467, 207)
(467, 210)
(466, 213)
(466, 217)
